date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:17:42	16471/16471	---MCZ	200	added ('OK')	text/css	etag:W/%2266c30051-4057%22	https://eventobonito.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:43	6121/6121	---MCZ	200	added ('OK')	text/css	etag:W/%2266c3005f-17e9%22	https://eventobonito.com/wp-content/uploads/elementor/css/post-15.css?ver=1724055647	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/elementor/css/post-158cac.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:43	11120/11120	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6ec36-2b70%22	https://eventobonito.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.23.3	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min28fc.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:45	631656/631656	---MCZ	200	added ('OK')	text/css	etag:W/%22654d2dfb-9a368%22	https://eventobonito.com/wp-content/plugins/ultimate-elementor/assets/min-css/uael-frontend.min.css?ver=1.36.25	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/ultimate-elementor/assets/min-css/uael-frontend.min724b.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:45	59344/59344	---MCZ	200	added ('OK')	text/css	etag:W/%2266c30051-e7d0%22	https://eventobonito.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.23.4	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.mind5d5.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:46	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%2266c30051-684e%22	https://eventobonito.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.23.4	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.mind5d5.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:47	177633/177633	---MCZ	200	added ('OK')	text/css	etag:W/%2266c35730-2b5e1%22	https://eventobonito.com/wp-content/uploads/elementor/css/post-33893.css?ver=1724077872	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/elementor/css/post-338930bc0.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:48	4634/4634	---MCZ	200	added ('OK')	text/css	etag:W/%2266c300b5-121a%22	https://eventobonito.com/wp-content/uploads/elementor/css/post-40477.css?ver=1724055733	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/elementor/css/post-4047729fa.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:49	1552/1552	---MCZ	200	added ('OK')	text/css	etag:W/%2266c3005f-610%22	https://eventobonito.com/wp-content/uploads/elementor/css/post-2434.css?ver=1724055647	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/elementor/css/post-24348cac.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:50	86575/86575	---MCZ	200	added ('OK')	text/css	etag:W/%22668ebcee-1522f%22	https://eventobonito.com/wp-content/plugins/gdpr-cookie-compliance/dist/styles/gdpr-main-nf.css?ver=4.15.2	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/gdpr-cookie-compliance/dist/styles/gdpr-main-nf0fa0.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:51	58071/58071	---MCZ	200	added ('OK')	text/css	etag:W/%2266c30051-e2d7%22	https://eventobonito.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:52	669/669	---MCZ	200	added ('OK')	text/css	etag:W/%2266c30051-29d%22	https://eventobonito.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:53	677/677	---MCZ	200	added ('OK')	text/css	etag:W/%2266c30051-2a5%22	https://eventobonito.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:54	675/675	---MCZ	200	added ('OK')	text/css	etag:W/%2266c30051-2a3%22	https://eventobonito.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:55	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654dd4bf-15601%22	https://eventobonito.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:56	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d42142-3509%22	https://eventobonito.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:57	17329/17329	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266acdc19-43b1%22	https://eventobonito.com/wp-content/plugins/woocommerce-multi-currency/js/woocommerce-multi-currency.min.js?ver=2.3.3	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/woocommerce-multi-currency/js/woocommerce-multi-currency.minb6db.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:57	9636/9636	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266cc7c4b-25a4%22	https://eventobonito.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.2.2	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min56aa.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:58	1720/1720	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266cc7c4b-6b8%22	https://eventobonito.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.2.2	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.minc42f.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:17:59	2467/2467	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266cc7c4b-9a3%22	https://eventobonito.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.2.2	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.mind440.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:00	15073/15073	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c30051-3ae1%22	https://eventobonito.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.23.4	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mind5d5.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:01	1317/1317	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266acdae5-525%22	https://eventobonito.com/wp-content/plugins/pixelyoursite/dist/scripts/jquery.bind-first-0.2.3.min.js?ver=6.6.1	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/pixelyoursite/dist/scripts/jquery.bind-first-0.2.3.minb6a4.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:02	1709/1709	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266acdae5-6ad%22	https://eventobonito.com/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min.js?ver=2.1.3	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min4c71.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:03	120958/120958	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266acdae5-1d87e%22	https://eventobonito.com/wp-content/plugins/pixelyoursite/dist/scripts/public.js?ver=9.7.1	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/pixelyoursite/dist/scripts/public04d4.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:04	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2027%20Aug%202024%2017:18:04%20GMT	http://www.googletagmanager.com/gtm.js?id=	C:/Mis%20lugares%20Web/Test/www.googletagmanager.com/gtm.215445.delayed	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:04	7408/7408	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266acdc19-1cf0%22	https://eventobonito.com/wp-content/plugins/woocommerce-multi-currency/js/woocommerce-multi-currency-switcher.min.js?ver=2.3.3	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/woocommerce-multi-currency/js/woocommerce-multi-currency-switcher.minb6db.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:04	230527/230527	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2027%20Aug%202024%2017:18:04%20GMT	https://connect.facebook.net/en_US/fbevents.js?v=next	C:/Mis%20lugares%20Web/Test/connect.facebook.net/en_US/fbevents2f15.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:04	940/940	---M--	200	added ('OK')	image/webp	etag:%226555ce19-3ac%22	https://eventobonito.com/wp-content/uploads/2022/05/Logo-Evento-bonito-2-100x100.png?ver=1700122131	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2022/05/Logo-Evento-bonito-2-100x100de18.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:04	3278/3278	---M--	200	added ('OK')	image/webp	etag:%226555ce19-cce%22	https://eventobonito.com/wp-content/uploads/2022/05/Logo-Evento-bonito-2-300x300.png?ver=1700122131	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2022/05/Logo-Evento-bonito-2-300x300de18.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:05	6851013/6851013	---M--	200	added ('OK')	image/png	etag:%2265e0bb0c-6889c5%22	https://eventobonito.com/wp-content/uploads/2024/02/icono-sobre.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/02/icono-sobre.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:06	10094/10094	---MCZ	200	added ('OK')	text/css	etag:W/%2266c30051-276e%22	https://eventobonito.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:07	9929/9929	---MCZ	200	added ('OK')	text/css	etag:W/%2266c30051-26c9%22	https://eventobonito.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:07	1710240/1710240	---M--	200	added ('OK')	image/png	etag:%2265db31eb-1a18a0%22	https://eventobonito.com/wp-content/uploads/2024/02/fotosdeiglesia.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/02/fotosdeiglesia.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:07	81884/81884	---M--	200	added ('OK')	image/webp	etag:%2265db31ed-13fdc%22	https://eventobonito.com/wp-content/uploads/2024/02/fotosderecepcion.jpg	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/02/fotosderecepcion.jpg	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:07	110796/110796	---M--	200	added ('OK')	image/webp	etag:%22662536b7-1b0cc%22	https://eventobonito.com/wp-content/uploads/2024/04/civil2-1.jpg	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/04/civil2-1.jpg	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:08	169301/169301	---M--	200	added ('OK')	image/png	etag:%2265db3217-29555%22	https://eventobonito.com/wp-content/uploads/2024/02/iconocolordoradoiglesia-300x300.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/02/iconocolordoradoiglesia-300x300.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:09	1633017/1633017	---M--	200	added ('OK')	image/png	etag:%2265db3217-18eaf9%22	https://eventobonito.com/wp-content/uploads/2024/02/iconocolordoradoiglesia.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/02/iconocolordoradoiglesia.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:10	173550/173550	---M--	200	added ('OK')	image/png	etag:%226627cade-2a5ee%22	https://eventobonito.com/wp-content/uploads/2024/04/EB-Iconos-web-41-300x300.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/04/EB-Iconos-web-41-300x300.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:11	1770315/1770315	---M--	200	added ('OK')	image/png	etag:%226627cadd-1b034b%22	https://eventobonito.com/wp-content/uploads/2024/04/EB-Iconos-web-41.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/04/EB-Iconos-web-41.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:11	178971/178971	---M--	200	added ('OK')	image/png	etag:%2265db321d-2bb1b%22	https://eventobonito.com/wp-content/uploads/2024/02/iconocolordoradoplato-300x300.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/02/iconocolordoradoplato-300x300.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:12	1699907/1699907	---M--	200	added ('OK')	image/png	etag:%2265db321d-19f043%22	https://eventobonito.com/wp-content/uploads/2024/02/iconocolordoradoplato.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/02/iconocolordoradoplato.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:12	161447/161447	---M--	200	added ('OK')	image/png	etag:%2265db321b-276a7%22	https://eventobonito.com/wp-content/uploads/2024/02/iconocolordoradomusica-300x300.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/02/iconocolordoradomusica-300x300.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:12	12964/12964	---M--	200	added ('OK')	image/webp	etag:%2265db3209-32a4%22	https://eventobonito.com/wp-content/uploads/2024/02/iconodresscode.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/02/iconodresscode.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:13	5178/5178	---M--	200	added ('OK')	image/webp	etag:%2265db320a-143a%22	https://eventobonito.com/wp-content/uploads/2024/02/icono-amazon.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/02/icono-amazon.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:13	4476527/4476527	---M--	200	added ('OK')	image/png	etag:%2262ec07dc-444e6f%22	https://eventobonito.com/wp-content/uploads/2022/08/galeria-xv-2.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2022/08/galeria-xv-2.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:13	1626995/1626995	---M--	200	added ('OK')	image/png	etag:%2265db321b-18d373%22	https://eventobonito.com/wp-content/uploads/2024/02/iconocolordoradomusica.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2024/02/iconocolordoradomusica.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:14	5136996/5136996	---M--	200	added ('OK')	image/png	etag:%2262ec07e1-4e6264%22	https://eventobonito.com/wp-content/uploads/2022/08/galeria-xvan%cc%83osa.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2022/08/galeria-xvan%cc%83osa.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:14	3941727/3941727	---M--	200	added ('OK')	image/png	etag:%2262ec07e5-3c255f%22	https://eventobonito.com/wp-content/uploads/2022/08/galeria-xv-an%cc%83os.png	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/2022/08/galeria-xv-an%cc%83os.png	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:14	12795/12795	---MCZ	200	added ('OK')	text/css	etag:W/%2266cc7c4b-31fb%22	https://eventobonito.com/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-9.2.2	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocksda31.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:16	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%2266c30051-4824%22	https://eventobonito.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.23.4	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/elementor/assets/lib/animations/animations.mind5d5.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:16	11256/11256	---MCZ	200	added ('OK')	text/css	etag:W/%2262695899-2bf8%22	https://eventobonito.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:17	4186/4186	---MCZ	200	added ('OK')	text/css	etag:W/%2262695899-105a%22	https://eventobonito.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.6.1	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-includes/js/mediaelement/wp-mediaelement.minb6a4.css	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:18	20609/20609	---MCZ	200	added ('OK')	application/javascript	etag:W/%22647cf58e-5081%22	https://eventobonito.com/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.1.5	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/themes/astra/assets/js/minified/frontend.min31a4.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:19	4682/4682	---MCZ	200	added ('OK')	application/javascript	etag:W/%22647cf58e-124a%22	https://eventobonito.com/wp-content/themes/astra/assets/js/minified/add-to-cart-quantity-btn.min.js?ver=4.1.5	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/themes/astra/assets/js/minified/add-to-cart-quantity-btn.min31a4.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:20	681/681	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264dbb568-2a9%22	https://eventobonito.com/wp-content/themes/astra/assets/js/custom-script.js?ver=1.0	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/themes/astra/assets/js/custom-script5152.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:21	21446/21446	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266cc7c4b-53c6%22	https://eventobonito.com/wp-content/plugins/woocommerce/assets/js/flexslider/jquery.flexslider.min.js?ver=2.7.2-wc.9.2.2	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/woocommerce/assets/js/flexslider/jquery.flexslider.min14ad.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:22	48183/48183	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265b2a2a5-bc37%22	https://eventobonito.com/wp-content/uploads/astra-addon/astra-addon-65b2a2a53d58d4-75948136.js?ver=4.4.0	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/uploads/astra-addon/astra-addon-65b2a2a53d58d4-75948136474a.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:22	3033/3033	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654ba4a0-bd9%22	https://eventobonito.com/wp-content/plugins/astra-addon/addons/woocommerce/assets/js/minified/single-product-ajax-cart.min.js?ver=4.4.0	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/astra-addon/addons/woocommerce/assets/js/minified/single-product-ajax-cart.min474a.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:23	15315/15315	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266cc7c4b-3bd3%22	https://eventobonito.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=9.2.2	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.mind440.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
14:18:24	2356/2356	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266cc7c4b-934%22	https://eventobonito.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=9.2.2	C:/Mis%20lugares%20Web/Test/eventobonito.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.mind440.js	(from https://eventobonito.com/invitaciones-digitales-de-xv/elegantes/modelo10/)
